NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	IMAGES	TEXT	
228	PALPATA	ANNELIDA	POLYCHAETA		PALPATA						Sister of taxon of Scolecida. Have a pair of sensory palps on the prostomium (sometimes translocated to the peristomium).	
229	PHYLLODOCIDAE	ANNELIDA	POLYCHAETA		PALPATA	PHYLLODOCIDA					Aciculates having a tubular, muscular, eversible pharynx. The pharynx is in line, or coaxial, with the esophagus.	
230	TOMOPTERIDAE	ANNELIDA	POLYCHAETA		PALPATA	TOMOPTERIDAE					Pelagic, transparent carnivores. Tomopteris is dorsoventrally flattened, lacks chaetae, and has very long cirri on segment.	
231	ALCIOPIDAE	ANNELIDA	POLYCHAETA		PALPATA	ALCIOPIDAE					Pelagic, transparent carnivores. Vanadis and Rhynchonerella resemble paddleworms (Phyllodocidae), but have enormous, bulging eyes with which to locate prey.	
232	NEREIDAE	ANNELIDA	POLYCHAETA		PALPATA	NEREIDAE					Ragworms such as Nereis (and other genera) actively crawl, burrow, and occasionally swim. Pharynx is muscular, eversible, and has a pair of stout jaws. Head has two antennae, two palps, four eyes, and four pairs of tentacular cirri. Some, such as Nereispelagicct, Nereis virens, and Nereis diversicolor, are omnivores that feed on algae, other invertebrates, and even detritus. Nereis succinea and Nereis longissima feed primarily on detritus in the sediments. Nereisfucata, a commensal with the hermit crab, is carnivorous. Nereis brandti, of the northwest coast of the United States, reaches 1.8 m in length and feeds primarily on green algae. Ceratonereis, Platynereis.	
233	GLYCERIDAE	ANNELIDA	POLYCHAETA		PALPATA	GLYCERIDAE					Glycera (the bloodworm) and other genera occupy a subsurface gallery excavated in muddy bottoms. The gallery contains numerous loops that open to the surface. Lying in wait at the bottom of a loop, the worm uses its four tiny, vibration-sensitive antennae to detect surface movements of prey, such as small crustaceans. It then moves to the burrow opening and seizes the prey with its pharynx.	
234	NEPHTYIDAE	ANNELIDA	POLYCHAETA		PALPATA	NEPHTYIDAE					Similar to bloodworms (Glyceridae). Have a long, eversible pharynx, but only two jaws instead of four; carnivores of worms and small crustaceans. Nephtys and other nephtyids are called shimmy worms for their rapid, almost vibratory lateral undulations of the body while swimming or burrowing in loose sand; sometimes called cat worms because the anterior prostomial margin bears two triangular palps that resemble a cat’s ears.	
235	APHRODITIDAE	ANNELIDA	POLYCHAETA		PALPATA	APHRODITIDAE					Scaleworms, called such because of two rows of overlapping scales on the dorsal surface resembling fish scales. Each scale is a highly modified dorsal cirrus called an elytron (pi., elytra) that is borne on a short stalk. A few scaleworms burrow (sigalionids), others are secretive and occupy tight crevices beneath stones (polynoids), a few live in secreted tubes (polyodontids), but most are commensals (polynoids) in the burrows and tubes of other invertebrates or the shells of hermit crabs. Because most live in tight quarters, the scales may channel the ventilating water current between the scales and body wall. Elytra also bear a variety of sensory structures. In the scaleworm Aphrodite (the sea mouse), the entire dorsal surface, including the elytra, is covered with hairlike “felt” composed of long notopodial chaetae that trail back over the dorsal surface of the animal. Scale worms are considered to be carnivores, but little is known about the feeding habits of commensal species. Aphroditidae: Aphrodite, Laetmonice; Polynoidae: Arctonoe, Halosynda, Harmothoe, Lepidasthenia, Lepidonotus; Polyodontidae: Polyodontes; Sigalionidae: Sthenelais. May also include Thalanessa. 	
236	HESIONIDAE	ANNELIDA	POLYCHAETA		PALPATA	HESIONIDAE					Active commensals or free living (Ophiodromus, Podarke) and a few tiny species in the interstitial habitat, the labyrinthine water-filled spaces between grains of sand. Of the latter, Hesionides crawls in typical polychaete fashion using parapodia, but interstitial polychaetes of Saccocirridae, Protodrilidae, Polygordiidae (Polygordius), and Diurodrilidae have lost the parapodia and rely on cilia for locomotion. Although previously classified as Archiannelida because of their simple body design (and small size), Diurodrilidae is now considered to be a member of Eunicida (discussed below), whereas the remaining families are tentatively placed within Canalipalpata (also discussed below).	
237	MYZOSTOMIDAE	ANNELIDA	POLYCHAETA		MYZOSTOMIDA	MYZOSTOMIDAE					Commensals on sea lilies and feather stars or internal parasites of sea stars (Echinodermata). Myzostoma and relatives are little worms that rarely exceed 5 mm in length and superficially resemble flatworms, but when disturbed they scoot rapidly away on stubby legs, each one terminating in a hooked chaeta. Oval body is greatly flattened; five pairs of parapodia on the undersurfacc. Parapodia, chaetae, and segmented nervous system indicate that Myzostomida belongs to Polychaeta, but its sister taxon is unknown; placement in Aciculata is provisional.	
238	EUNICIDA	ANNELIDA	POLYCHAETA		EUNICIDA						Aciculates with five antennae and usually well-developed parapodial gills. The retracted eversible pharynx is slung ventrally below the level of the esophagus.	
239	EUNICIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	EUNICIDAE					Members have a muscular, eversible pharynx that bears two stout mandibles and other accessory teeth. Includes the longest polychaete, Eunice aphroditois, a 3-m-long carnivorore from the tropical Indo-Pacific. Palola, some species of which are known as palolo worms, are famous for epitokal swarming and their savory flavor. Marphysa burrows in fine muddy sands, and Lysidice, like Palola, occurs in coralline rock.	
240	AMPHINOMIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	AMPHINOMIDAE					Mostly large, chiefly tropical, often beautifully colored, caterpillar-like fireworms are carnivores living on corals and driftwood, beneath stones, occasionally in sediment. Eat coral polyps, anemones, stalked barnacles, and other sessile invertebrates by prying them loose with a muscular lower lip and sucking them in whole. Goose barnacles (Lepas) ingested whole and later defecated as museum-quality barnacle shells. Fireworms are notorious for their defensive chaetae, which are uniquely calcified, brittle, and toxic. When bare skin brushes against the chaetae, they penetrate the skin, break free of the worm, and create a burning pain. Avoided by fish and experienced scuba divers. Amphinome, Chloeia, Eurythoe, Hermodice.	
241	ONUPHIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	ONUPHIDAE					Tube-dwelling aciculates; tubes are protective retreats and the occupants crawl actively within them by using well-developed parapodia. Diopatra, Onuphis, and Americonuphis build tough, conspicuous, membranous tubes that project vertically above the surface of the sand. The tube’s chimney is crooked and flared like a ship’s ventilator funnel. The chimneys are covered with bits of shell, seaweed, and other debris that the worm collects and positions with its jaws. Such ornamentation provides camouflage, and some worms graze on the algae planted on their own as well as their neighbors’ chimneys.	
242	SYLLIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	SYLLIDAE					The tiny, abundant, diverse syllids are the polychaete answer to mosquitoes. They pierce prey with a pharyngeal tooth and then suck out the contents with a specialized, muscular part of the pharynx, the proventriculus. Mostly in shallow water and common on coral reefs, in fouling communities. Typical prey are hydroids, sponges, bryozoans, and other sessile invertebrates. Autolytus, Odontosyllis, Myrianida, Plakosyllis, Proceraea, Syllis, Typosyllis, Trypanosyllis, and many others.	
243	DENONIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	DENONIDAE					Includes Arabella tricolor (the opalworm) and Drilonereis (the threadworms). Slender, often threadlike burrowers; some are direct deposit feeders, others are carnivores with well- developed pharyngeal jaws. Cuticle usually is glossy and iridescent. Curiously, juveniles of several species are endoparasites in the coelomic cavities of other polychaetes and echiurans. Labrorostratus.	
244	LUMBRINERIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	LUMBRINERIDAE					Slender burrowers with reduced head appendages, well-developed pharynx and jaws. Carnivores. Lumbrineris.	
245	ICHTHYOTOMIDAE	ANNELIDA	POLYCHAETA		EUNICIDA	ICHTHYOTOMIDAE					Ectoparasitic on eel fins. Ichthyotomus.	
246	SPIONIDA	ANNELIDA	POLYCHAETA		SPIONIDA						Have palps on peristomium instead of prostomium, which is thought to have occurred by displacement of the original prostomialpalps.	
247	SPIONIDAE	ANNELIDA	POLYCHAETA		SPIONIDA	SPIONIDAE					Tube-dwelling palp worms are either surface deposit feeders or suspension feeders; some may be both. Two long peristomial palps project from the tube opening and extend over the bottom. Particles that ad here to the surface are transported to the mouth in a ciliated channel along the length of each palp. Tubes of Spio, Scolelepis, and Streblospio generally are soft, straight, and cylindrical and have incorporated sand or mud, but the suspension-feeding Polydora bores into calcareous substrates, including the shells of living oysters, in which they form unsightly shell “blisters.”	
248	MAGELONIDAE	ANNELIDA	POLYCHAETA		SPIONIDA	MAGELONIDAE					Shovel-headed borrowers that have a stiff, flat, spatulate prostomium that over hangs the mouth. The long peristomial palps are covered with short, sticky papillae that collect and pass deposited organic particles to the mouth. The threadlike worms are violet because of hemerythrin-containing hemocytes, unique among polychaetes. Magelonids such as Magelona are the only polychaetes with cross-striated muscles, the significance of which has yet to be determined.	
249	CHAETOPRIDAE	ANNELIDA	POLYCHAETA		SPIONIDA	CHAETOPRIDAE					Filter feeders that have straight (vertical) or U-shaped tubes partially buried in sand on protected beaches. Chaetopterus, Mesochaetopterus, Spiochaetopterus filter feed with one or more mucous nets suspended inside of the tube. As the water passes through, plankton are strained out and periodically the net and food are rolled up into a ball and swallowed.	
250	TEREBELLIDA	ANNELIDA	POLYCHAETA		TEREBELLIDA						Terebellidans have numerous peristomial feeding “tentacles” (palps).	
251	TEREBELLIDAE	ANNELIDA	POLYCHAETA		TEREBELLIDA	TEREBELLIDAE					Spaghetti worms occupy tubes or simple vertical or U-shaped burrows in the sediment. Prostomial sensory appendages are absent, but clusters of highly extensible tentacles are borne on the head. Movement through the burrow usually is by peristaltic contractions. The parapodia are greatly reduced and are in part represented by transverse ridges provided with uncini, which grip the sides of the burrow. In terebellids such as Amphitrite, which occupies a U-shaped burrow, the hooks are oriented oppositely on the anterior and posterior ends of the animal. As a result, attempts to pull the worm from either the head or tail end of its burrow are opposed by the uncini. Other common genera include Lanice, Lysilla, Terebella, Thelepus.	
252	AMPHARETIDAE	ANNELIDA	POLYCHAETA		TEREBELLIDA	AMPHARETIDAE					Ampharete and Melinna (spaghetti-mouth worms) are surface deposit feeders similar to terebellids that use extensible tentacles. Unlike terebellids, however, the tentacles originate from the roof of the mouth and can be withdrawn into it. Ampharetids occupy straight, vertical tubes, from which they emerge head first to feed on detritus.	
253	CIRRATILIDAE	ANNELIDA	POLYCHAETA		TEREBELLIDA	CIRRATILIDAE					Fringed worms, such as Cirratulus and Cirriformia, are burrowers that deposit feed with a single pair, or two anterior clusters, of long feeding palps. A pair of long gill filaments, similar in appearance to the palps, occurs on each of many body segments. Dodecaceria.	
254	PECTINARIIDAE	ANNELIDA	POLYCHAETA		TEREBELLIDA	PECTINARIIDAE					Amphictene, Cistenides, and Pectinaria (scaphopod like ice cream cone worms) construct a conical, one-layer-thick tube of cemented sand grains. The tube is open at its base and apex and the worm occupies it with its head at the broad basal end. Tube and worm are oriented head down in fine sand; the tube apex projects just above the sediment surface. Organics-rich sand is shoveled into the mouth with short, stout, golden chaetae (paleae), which together function as an operculum to close the tube aperture when the worm withdraws. Feces are released to the surface of the beach through the tube apex, which also provides an inlet for ventilating the gill surfaces.	
255	FLABELLIGERIDAE	ANNELIDA	POLYCHAETA		TEREBELLIDA	FLABELLIGERIDAE					Burrowers with cephalic gills that can be retracted with the prostomium into the anterior segments. Extended gills and feeding palps are enclosed in a “cage” of long anterior chaetae. Cuticle has embedded sand grains. Hemocytes have chlorocruorin. Flabelligera, Piromis.	
256	SABELLIDA	ANNELIDA	POLYCHAETA		SABELLIDA						Suspension feeders having a crown of tentacles in the form of a tiara, funnel, spiral, or bilobed fringe. Prostomium and peristomium are fused.	
257	OWENIIDAE	ANNELIDA	POLYCHAETA		SABELLIDA	OWENIIDAE					Owenia fusiformis (shingle-tube worm; builds a cylindrical tube of flat shell fragments incorporated into the organic tube fabric like overlapping roof tiles or shingles. The tube, head-end up, is oriented vertically in the beach and projects slightly above the sediment surface. The free edges of the shell shingles are oriented upward, making it difficult for a bird or current to dislodge the tube from the sand. The overlapping arrangement of the shell fragments also allows the tube to elongate, shorten, and bend as the worm within it moves. According to a nearly investigation, Owenia is able to burrow through sand while occupying its flexible tube. Owenia deposit and suspension feed with a crown of short, branched tentacles. Sediment particles are collected during feeding and those suitable for tube construction are stored in a ventral pouch below the mouth. During construction of the tube, the movable pouch fastens a fragment to the margin of the tube. The membranous tube lining is secreted by paired glands in each of the first seven trunk segments. The secretion is applied by parapodial chaetae as the worm revolves. Myriochele.	
