NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	LEVEL	LEGENDA
189	SYLLIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	EUNICIDA	----------------------------	----------------------------	SYLLIDAE	FAMILY	The tiny, abundant, diverse syllids are the polychaete answer to mosquitoes. They pierce prey with a pharyngeal tooth and then suck out the contents with a specialized, muscular part of the pharynx, the proventriculus. Mostly in shallow water and common on coral reefs, in fouling communities. Typical prey are hydroids, sponges, bryozoans, and other sessile invertebrates. Autolytus, Odontosyllis, Myrianida, Plakosyllis, Proceraea, Syllis, Typosyllis, Trypanosyllis, and many others. 
190	OENONIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	EUNICIDA	----------------------------	----------------------------	OENONIDAE	FAMILY	Includes Arabella tricolor (the opalworm) and Drilonereis (the threadworms). Slender, often threadlike burrowers; some are direct deposit feeders, others are carnivores with well- developed pharyngeal jaws. Cuticle usually is glossy and iridescent. Curiously, juveniles of several species are endoparasites in the coelomic cavities of other polychaetes and echiurans. Labrorostratus.
191	LUMBRINERIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	EUNICIDA	----------------------------	----------------------------	LUMBRINERIDAE	FAMILY	Slender burrowers with reduced head appendages, well-developed pharynx and jaws. Carnivores. Lumbrineris.
192	ICHTHYOTOMIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	EUNICIDA	----------------------------	----------------------------	ICHTHYOTOMIDAE	FAMILY	Ectoparasitic on eel fins. Ichthyotomus.
193	SPIONIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SPIONIDA	----------------------------	----------------------------	SPIONIDAE	FAMILY	Tube-dwelling palp worms are either surface deposit feeders or suspension feeders; some may be both. Two long peristomial palps project from the tube opening and extend over the bottom. Particles that ad here to the surface are transported to the mouth in a ciliated channel along the length of each palp. Tubes of Spio, Scolelepis, and Streblospio generally are soft, straight, and cylindrical and have incorporated sand or mud, but the suspension-feeding Polydora bores into calcareous substrates, including the shells of living oysters, in which they form unsightly shell “blisters.” 
194	MAGELONIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SPIONIDA	----------------------------	----------------------------	MAGELONIDAE	FAMILY	Shovel-headed borrowers that have a stiff, flat, spatulate prostomium that over hangs the mouth. The long peristomial palps are covered with short, sticky papillae that collect and pass deposited organic particles to the mouth. The threadlike worms are violet because of hemerythrin-containing hemocytes, unique among polychaetes. Magelonids such as Magelona are the only polychaetes with cross-striated muscles, the significance of which has yet to be determined.
195	CHAETOPRIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SPIONIDA	----------------------------	----------------------------	CHAETOPRIDAE	FAMILY	Filter feeders that have straight (vertical) or U-shaped tubes partially buried in sand on protected beaches. Chaetopterus, Mesochaetopterus, Spiochaetopterus filter feed with one or more mucous nets suspended inside of the tube. As the water passes through, plankton are strained out and periodically the net and food are rolled up into a ball and swallowed.
196	TEREBELLIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	TEREBELLIDA	----------------------------	----------------------------	TEREBELLIDAE	FAMILY	Spaghetti worms occupy tubes or simple vertical or U-shaped burrows in the sediment. Prostomial sensory appendages are absent, but clusters of highly extensible tentacles are borne on the head. Movement through the burrow usually is by peristaltic contractions. The parapodia are greatly reduced and are in part represented by transverse ridges provided with uncini, which grip the sides of the burrow. In terebellids such as Amphitrite, which occupies a U-shaped burrow, the hooks are oriented oppositely on the anterior and posterior ends of the animal. As a result, attempts to pull the worm from either the head or tail end of its burrow are opposed by the uncini. Other common genera include Lanice, Lysilla, Terebella, Thelepus.
197	AMPHARETIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	TEREBELLIDA	----------------------------	----------------------------	AMPHARETIDAE	FAMILY	Ampharete and Melinna (spaghetti-mouth worms) are surface deposit feeders similar to terebellids that use extensible tentacles. Unlike terebellids, however, the tentacles originate from the roof of the mouth and can be withdrawn into it. Ampharetids occupy straight, vertical tubes, from which they emerge head first to feed on detritus.
198	CIRRATILIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	TEREBELLIDA	----------------------------	----------------------------	CIRRATILIDAE	FAMILY	Fringed worms, such as Cirratulus and Cirriformia, are burrowers that deposit feed with a single pair, or two anterior clusters, of long feeding palps. A pair of long gill filaments, similar in appearance to the palps, occurs on each of many body segments. Dodecaceria.
199	PECTINARIIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	TEREBELLIDA	----------------------------	----------------------------	PECTINARIIDAE	FAMILY	Amphictene, Cistenides, and Pectinaria (scaphopod like ice cream cone worms) construct a conical, one-layer-thick tube of cemented sand grains. The tube is open at its base and apex and the worm occupies it with its head at the broad basal end. Tube and worm are oriented head down in fine sand; the tube apex projects just above the sediment surface. Organics-rich sand is shoveled into the mouth with short, stout, golden chaetae (paleae), which together function as an operculum to close the tube aperture when the worm withdraws. Feces are released to the surface of the beach through the tube apex, which also provides an inlet for ventilating the gill surfaces.
200	FLABELLIGERIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	TEREBELLIDA	----------------------------	----------------------------	FLABELLIGERIDAE	FAMILY	Burrowers with cephalic gills that can be retracted with the prostomium into the anterior segments. Extended gills and feeding palps are enclosed in a “cage” of long anterior chaetae. Cuticle has embedded sand grains. Hemocytes have chlorocruorin. Flabelligera, Piromis.
201	OWENIIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SABELLIDA	----------------------------	----------------------------	OWENIIDAE	FAMILY	Owenia fusiformis (shingle-tube worm; builds a cylindrical tube of flat shell fragments incorporated into the organic tube fabric like overlapping roof tiles or shingles. The tube, head-end up, is oriented vertically in the beach and projects slightly above the sediment surface. The free edges of the shell shingles are oriented upward, making it difficult for a bird or current to dislodge the tube from the sand. The overlapping arrangement of the shell fragments also allows the tube to elongate, shorten, and bend as the worm within it moves. 
202	SABELLARIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SABELLIDA	----------------------------	----------------------------	SABELLARIDAE	FAMILY	Sabellaria and Phragmatopoma (mason worms) build straight or curved cylindrical sand-grain tubes with walls more than one grain thick. The worms typically aggregate, sometimes by the millions, and cement their tubes together to form hard crusts or boulder-size mounds that resemble giant honeycombs. In warm-water areas such as the eastern coast of southern Florida and parts of England, these shallow-water structures form reefs that often are degraded by storms but quickly rebuilt. Anteriorly, two fused segments have grown forward and dorsally to form an operculum for blocking the tube entrance.
203	SABELLIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SABELLIDA	----------------------------	----------------------------	SABELLIDAE	FAMILY	Among the most beautiful of the sedentary polychaetes are the fan worms, feather duster worms, or Christmas-tree worms. These families have prostomial palps that form a funnel shaped or spiral crown of from a few to many bipinnate tentacles called radioles; the side branches of each are the pinnules. The radioles are rolled up or folded together as the worm withdraws into its protective tube. Sabellids build membranous or sand-grain tubes. Because serpulids and spirorbids secrete calcareous tubes attached to rocks, shells, or algae, they can live protected on more or less exposed substrata.
204	SERPULIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SABELLIDA	----------------------------	----------------------------	SERPULIDAE	FAMILY	Among the most beautiful of the sedentary polychaetes are the fan worms, feather duster worms, or Christmas-tree worms. These families have prostomial palps that form a funnel shaped or spiral crown of from a few to many bipinnate tentacles called radioles; the side branches of each are the pinnules. The radioles are rolled up or folded together as the worm withdraws into its protective tube. Sabellids build membranous or sand-grain tubes. Because serpulids and spirorbids secrete calcareous tubes attached to rocks, shells, or algae, they can live protected on more or less exposed substrata.
205	SPIRORBIDAE	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	SABELLIDA	----------------------------	----------------------------	SPIRORBIDAE	FAMILY	Among the most beautiful of the sedentary polychaetes are the fan worms, feather duster worms, or Christmas-tree worms. These families have prostomial palps that form a funnel shaped or spiral crown of from a few to many bipinnate tentacles called radioles; the side branches of each are the pinnules. The radioles are rolled up or folded together as the worm withdraws into its protective tube. Sabellids build membranous or sand-grain tubes. Because serpulids and spirorbids secrete calcareous tubes attached to rocks, shells, or algae, they can live protected on more or less exposed substrata.
206	POGONOPHORA	BILATERIA	ANNELIDA	----------------------------	POLYCHAETA	POGONOPHORA	----------------------------	----------------------------	----------------------------	SUBCLADE	The 80-plus species of beard worms are remarkable deepwater polychaetes associated with continental slopes and hydrothermal vents. All are slender (some threadlike), sedentary worms that occupy chitin-protein tubes. The smallest is approximately 5 cm in length and Riftia pachyptila of the Galapagos Rift is the giant, measuring up to 1.5 m in length and almost 4 cm in diameter.
207	AEOLOSOMATIDAE	BILATERIA	ANNELIDA	----------------------------	CLITELLATA	OLIGOCHAETA	----------------------------	----------------------------	AEOLOSOMATIDAE	FAMILY	Aeolosomci: small interstitial worms, usually less than 5 mm in length. Ventrally ciliated prostomium for gliding over and through substratum and for sweeping food particles into mouth. Chaetae on most segments, including anterior segments, but segmental septa are absent. One pair of testes and ovaries. Sexual reproduction is rare; clonal reproduction, by paratomy, is common. Encystment of adults occurs under adverse conditions. Although included here among oligochaetes, aeolosomatids may actually be polychaetes. The chief argument in favor of a polychaete alliance is the occurrence of nuchal organs on the prostomium (as “ciliated pits”), a polychaete autapomorphy. The brain of Aeolosoma is in the prostomium, as it is in polychaetes, not in an anterior segment. Aeolosoma also lacks a clitellum, the hallmark of clitellates.
208	NAIDIDAE	BILATERIA	ANNELIDA	----------------------------	CLITELLATA	OLIGOCHAETA	----------------------------	----------------------------	NAIDIDAE	FAMILY	Small, aquatic, predominantly freshwater oligohaetes similar to tubificids (below), but differing in living on submerged vegetation and having ocelli. Like the aeolosomatids, naidids have few segments, not more than 40. Prostomium lacks cilia, chaetae are absent from anterior segments, but segmental septa are present. Some have a long proboscis. As in aeolosomatids, there is one pair each of testes and ovaries; sexual reproduction has been infrequently observed. Paratomy is common: under ideal conditions, a new zooid is released every two or three days. Aulophorus: a pair of long gills on posterior end. Branchiura: a dorsal and a ventral gill filament on each posterior segment. Chaetogaster: a rudimentary prostomium, large mouth and large muscular pharynx for engulfing prey; carnivores of other worms, crustaceans, and insect larvae; parasites (in snails). Dero: makes sand-grain tubes and has small posterior gills. Stylaria: prostomium drawn out into a long process. Nais, Slavina.
209	TUBIFICIDAE	BILATERIA	ANNELIDA	----------------------------	CLITELLATA	OLIGOCHAETA	----------------------------	----------------------------	TUBIFICIDAE	FAMILY	Small to large, reddish burrowers in marine and freshwater sediments. The most common oligochaetes in deep freshwater sediments. Body composed of 40 to 200 distinctsegments, the number depending on species. Some, such as Tubifex, build and occupy vertical tubes from which they extend and wave their tails for gas exchange. Tubifex tubifex and Limnodrilus spp. thrive on organic pollution and tolerate low oxygen concentrations in the water. In highly polluted lakes and streams, tubificids are the only animals in the benthic sediments, where they form dense, waving beds. The marine Phallodrilus albidus lacks a gut and derives its nutrition in association with bacteria that oxidize reduced inorganic compounds. One pair of testes and one pair of ovaries; sexual reproduction is common, clonal reproduction is not.
210	LUMBRICILIDAE	BILATERIA	ANNELIDA	----------------------------	CLITELLATA	OLIGOCHAETA	----------------------------	----------------------------	LUMBRICILIDAE	FAMILY	Freshwater worms, small (not exceeding 14 cm in length), but having many segments, each with four pairs of chaetae. Clonal reproduction by fragmentation dominates. The educationally useful California blackworm, Lumbriculus variegatus, is the best-known lumbriculid. In the laboratory, this easily cultured species, with its transparent body wall and rapid rate of asexual reproduction, is used to study functional morphology, regeneration, segment differentiation, locomotion, and other behaviors.
211	BRANCHIOBDELLIDA	BILATERIA	ANNELIDA	----------------------------	CLITELLATA	HIRUDINOMORPHA	BRANCHIOBDELLIDA	----------------------------	----------------------------	ORDER	The taxon includes 150 species of tiny (1 to 10 mm) ectocommensals or ectoparasites on the surfaces of crayfishes and fresh-water crabs. On crayfishes, some are ectoparasites on the gills, whereas others live on the exoskeletal surface and graze on organic debris and microorganisms. Often the crustacean’s head, carapace, and other parts are covered with these whitish worms. Chaetae, prostomium, and pygidium usually are absent. Body has 15 segments, the last forming a sucker. Head (peristomium plus three segments) is modified into a sucker with the mouth at its center. Buccalcavity contains two teeth, one dorsal and one ventral. Dorsal anus is on segment 14. Segmented coelom, more or less typical annelidan hemal system, two pairs of metanephridia. Hermaphrodites with internal fertilization. Zygotes deposited in cocoons attached to host. Embryos develop into crypcolarvae, as in arhychobdellid leeches. Branchiobdella.
